2.53, 255.441
2.554, 254.566
2.579, 254.504
2.603, 251.629
2.627, 250.066
2.652, 252.379
2.676, 251.504
2.7, 252.254
2.724, 252.879
2.749, 252.379
2.772, 252.754
2.795, 254.691
2.82, 253.191
2.843, 253.441
2.867, 252.629
2.89, 253.191
2.914, 253.066
2.938, 253.129
2.962, 253.629
2.986, 253.441
3.011, 253.129
3.035, 253.566
3.059, 254.879
3.083, 254.191
3.108, 252.566
3.132, 253.879
3.157, 253.754
3.181, 252.879
3.206, 252.191
3.229, 253.316
3.334, 254.316
3.434, 254.754
3.534, 253.754
3.634, 253.754
3.734, 253.879
3.833, 253.629
3.934, 253.316
4.034, 251.941
4.134, 251.254
4.234, 253.691
4.334, 255.504
4.434, 254.941
4.534, 255.191
4.634, 254.316
4.734, 254.129
4.833, 254.504
4.934, 253.754
5.034, 254.316
5.134, 255.316
5.234, 253.691
5.333, 252.004
5.434, 254.691
5.534, 254.316
5.634, 253.441
5.734, 253.754
5.833, 255.504
5.934, 255.191
6.035, 254.441
6.134, 253.004
6.234, 251.504
6.334, 252.441
6.434, 249.691
6.534, 251.004
6.634, 251.691
6.734, 249.879
6.833, 251.066
6.934, 250.691
7.035, 249.191
7.134, 249.441
7.234, 250.066
7.334, 250.504
7.434, 249.691
7.534, 247.004
7.634, 248.629
7.734, 250.066
7.833, 250.879
7.934, 251.066
8.035, 249.941
8.134, 252.066
8.234, 251.691
8.334, 251.941
8.434, 251.379
8.534, 251.129
8.634, 248.941
8.734, 248.254
8.834, 249.816
8.934, 250.441
9.035, 250.879
9.134, 250.879
9.234, 251.754
9.334, 251.379
9.434, 251.629
9.534, 249.254
9.634, 248.816
9.734, 248.754
9.834, 249.691
9.934, 250.504
10.035, 250.191
10.134, 249.754
10.234, 248.441
10.334, 248.754
10.434, 249.504
10.535, 249.691
10.634, 248.941
10.734, 249.379
10.834, 249.191
10.934, 247.504
11.035, 248.504
11.134, 248.629
11.234, 247.629
11.334, 248.566
11.434, 248.691
11.535, 248.691
11.634, 248.754
11.734, 249.066
11.834, 248.691
11.934, 249.066
12.035, 247.566
12.134, 248.441
12.235, 248.754
12.334, 247.504
12.434, 248.129
12.535, 248.004
12.634, 247.941
12.734, 247.879
12.834, 247.754
12.934, 247.379
13.035, 247.879
13.134, 248.816
13.235, 248.504
13.334, 248.504
13.434, 248.129
13.535, 247.379
13.634, 248.066
13.734, 247.816
13.834, 248.066
13.934, 248.504
14.035, 247.191
14.134, 248.004
14.235, 248.254
14.334, 249.316
14.434, 246.629
14.535, 248.691
14.634, 248.566
14.734, 248.129
14.834, 249.754
14.934, 248.691
15.035, 248.441
15.134, 248.379
15.235, 247.566
15.334, 247.816
15.434, 248.879
15.535, 247.129
15.634, 249.254
15.735, 249.941
15.834, 248.191
15.934, 248.254
16.035, 247.504
16.134, 248.504
16.235, 249.254
16.334, 248.254
16.435, 246.566
16.535, 247.754
16.634, 247.504
16.735, 246.816
16.834, 248.941
16.934, 247.254
17.035, 246.566
17.135, 248.816
17.235, 247.504
17.334, 247.504
17.435, 247.754
17.535, 247.379
17.634, 247.504
17.735, 248.316
17.834, 247.441
17.934, 249.004
18.035, 248.379
18.135, 247.191
18.235, 247.754
18.334, 246.691
18.435, 248.066
18.535, 248.066
18.634, 247.379
18.735, 248.379
18.834, 248.879
18.934, 247.441
19.035, 248.504
19.135, 248.254
19.235, 248.879
19.334, 248.004
19.435, 248.879
19.535, 248.629
19.634, 247.441
19.735, 248.629
19.834, 247.504
19.934, 249.066
20.035, 248.191
20.135, 247.004
20.235, 248.691
20.334, 249.066
20.435, 247.504
20.535, 249.191
20.634, 248.816
20.735, 248.941
20.834, 248.629
20.935, 248.379
21.035, 248.504
21.135, 248.816
21.235, 248.941
21.334, 248.879
21.435, 248.004
21.535, 249.504
21.635, 249.004
21.735, 249.066
21.834, 250.816
21.935, 250.254
22.035, 249.629
22.135, 249.691
22.235, 249.691
22.334, 249.191
22.435, 248.941
22.535, 248.004
22.635, 247.629
22.735, 249.066
22.834, 247.941
22.935, 248.379
23.035, 248.316
23.135, 248.504
23.235, 248.191
23.335, 249.254
23.455, 248.504
23.555, 248.191
23.675, 248.191
23.794, 248.691
23.895, 248.566
24.015, 248.254
24.135, 247.316
24.255, 249.066
24.375, 249.129
24.475, 248.254
24.595, 249.254
24.714, 247.691
24.815, 247.691
24.935, 248.941
25.055, 249.816
25.175, 249.691
25.295, 249.566
25.415, 249.754
25.535, 247.191
25.655, 250.379
25.775, 249.566
25.895, 249.566
26.014, 250.754
26.135, 247.254
26.255, 248.691
26.375, 250.691
26.495, 251.191
26.615, 251.191
